name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic;
HEINLEIN,15127,1949,0.66,72708.69,94.72,0.31,0.72,0.26,1.18,2.82;
CROSIER,15127,1949,0.66,72709.35,92.1,2.98,1.13,0.36,1.9,1.54;
MOLER,15127,1949,0.66,72710.01,92.36,0.41,1.28,1.03,1.69,3.23;
MOSKAL,15127,1949,0.66,72710.67,96.31,(S),0.41,(S),1.13,1.8;
NARCISO,15127,1949,0.66,72711.33,31.66,(S),29.86,(S),2,35.3;
PARMAN,15127,1949,0.66,72711.99,87.43,2.46,5.03,1.08,1.64,2.36;
LUCARELLI,15127,1949,0.66,72712.65,95.9,(S),0.82,(S),1.13,1.95;
KHUU,15127,1949,0.66,72713.31,0.56,0,97.49,0,1.33,0.62;
WOODFIN,15127,1949,0.66,72713.97,84.15,10.67,0.31,0.36,2.92,1.59;
UMSTEAD,15127,1949,0.66,72714.63,81.68,14.21,(S),(S),1.49,2;
RIVET,15127,1949,0.66,72715.3,92.2,1.95,0.56,0.56,1.18,3.54;
SCHECK,15127,1949,0.66,72715.96,95.48,0.62,0.46,0.36,1.03,2.05;
SHINER,15127,1949,0.66,72716.62,92.36,3.64,(S),(S),1.23,2.26;
TOLAN,15140,1948,0.66,72717.28,85.78,6.01,1.8,0.72,2.36,3.34;
SWOFFORD,15140,1948,0.66,72717.94,93.58,1.59,0.41,0.62,1.23,2.57;
TALAMANTEZ,15140,1948,0.66,72718.6,11.86,(S),0.56,1.03,(S),86.24;
DUTTA,15140,1948,0.66,72719.26,3.75,(S),91.94,(S),2.98,0.72;
CHIRINOS,15140,1948,0.66,72719.92,5.24,0.41,0.41,(S),(S),93.53;
FINKLEA,15140,1948,0.66,72720.58,36.81,57.75,(S),(S),2.16,2.82;
FIZER,15140,1948,0.66,72721.24,63.35,30.39,(S),(S),2.87,2.77;
CONCHA,15147,1947,0.66,72721.9,8.01,(S),5.34,7.45,(S),77.76;
SICARD,15147,1947,0.66,72722.56,78.43,8.32,1.03,0.36,2.05,9.81;
WHELCHEL,15147,1947,0.66,72723.22,89.78,5.34,0.77,0.87,1.59,1.64;
BESTER,15147,1947,0.66,72723.88,37.24,59.01,0.31,0.51,2.11,0.82;
WELLBORN,15151,1946,0.66,72724.54,92.86,3.08,0.41,0.26,1.34,2.06;
WADDINGTON,15151,1946,0.66,72725.2,92.5,2.77,0.57,0.31,1.54,2.31;
CABELL,15151,1946,0.66,72725.86,53.8,37.36,0.82,0.31,4.21,3.49;
CUBBAGE,15151,1946,0.66,72726.52,87.31,9.35,(S),(S),1.34,1.49;
KEPLINGER,15151,1946,0.66,72727.18,94.66,0.57,0.57,0.31,2.52,1.39;
PLANCARTE,15151,1946,0.66,72727.84,2.52,(S),(S),(S),0,97.33;
ORT,15151,1946,0.66,72728.5,94.55,0.72,0.57,0.36,0.87,2.93;
MONDESIR,15151,1946,0.66,72729.16,0.57,93.68,(S),(S),1.75,3.49;
DOYON,15159,1945,0.66,72729.82,96.4,(S),0.77,(S),1.29,1.08;
HEAVNER,15159,1945,0.66,72730.48,96.3,(S),0.46,(S),1.13,1.8;
HEPWORTH,15159,1945,0.66,72731.14,97.43,(S),0.36,(S),0.62,1.29;
SHARER,15159,1945,0.66,72731.79,94.24,1.9,(S),(S),1.08,1.8;
SORRELS,15163,1944,0.66,72732.45,85.34,6.84,0.26,2.83,2.42,2.31;
WELCHER,15163,1944,0.66,72733.11,83.02,11.99,0.57,0.31,2.21,1.9;
PILLAI,15163,1944,0.66,72733.77,4.12,0.72,90.74,0.26,3.24,0.93;
MARTELLI,15166,1943,0.66,72734.43,93.1,0.93,0.87,0.36,0.93,3.81;
MCGUFFIN,15166,1943,0.66,72735.09,92.79,2.68,(S),(S),1.24,2.68;
CHAGNON,15166,1943,0.66,72735.75,94.34,(S),1.08,(S),1.24,3.09;
AREND,15166,1943,0.66,72736.41,94.8,1.08,0.36,0,0.82,2.93;
SANDMAN,15166,1943,0.66,72737.07,92.38,0,0.93,2.62,1.9,2.16;
RENZI,15171,1942,0.66,72737.72,96.5,0.57,(S),(S),0.57,2.01;
RUGGERI,15171,1942,0.66,72738.38,94.44,(S),0.51,(S),0.77,3.76;
BERTA,15171,1942,0.66,72739.04,86.41,1.75,1.96,0.26,1.6,8.03;
DELONEY,15171,1942,0.66,72739.7,35.74,56.54,(S),(S),3.71,2.32;
FERMAN,15171,1942,0.66,72740.36,32.44,3.4,(S),(S),1.18,62.51;
LONGSTREET,15171,1942,0.66,72741.02,67.71,26.06,0.67,1.85,1.7,2.01;
MERIWETHER,15171,1942,0.66,72741.67,61.17,33.99,(S),(S),2.01,2.06;
LLANAS,15178,1941,0.66,72742.33,6.13,(S),(S),(S),(S),93.25;
LUBY,15178,1941,0.66,72742.99,90.67,3.14,0.46,0.77,1.65,3.3;
GOSSARD,15178,1941,0.66,72743.65,94.8,0.41,0.57,0.31,1.49,2.42;
HOLLIER,15178,1941,0.66,72744.31,83.26,13.55,0.46,0,1.55,1.18;
BONDI,15178,1941,0.66,72744.96,91.81,2.16,1.75,(S),(S),3.25;
BESAW,15183,1940,0.66,72745.62,90.82,0.82,0.77,2.22,3.09,2.27;
BARCELO,15183,1940,0.66,72746.28,16.13,0.98,3.09,(S),(S),79.33;
VINTON,15183,1940,0.66,72746.94,80.36,2.42,(S),(S),1.65,14.69;
VANWYK,15183,1940,0.66,72747.59,95.57,0.77,(S),(S),0.98,1.86;
STIVER,15183,1940,0.66,72748.25,95.57,(S),0.72,(S),1.7,1.44;
STREETMAN,15183,1940,0.66,72748.91,89.33,6.44,0.36,0.52,1.86,1.49;
JANICKI,15183,1940,0.66,72749.57,94.95,(S),1.29,(S),1.44,2.01;
HAAN,15183,1940,0.66,72750.23,92.53,0.67,2.53,0.52,1.03,2.73;
CHILCOTE,15183,1940,0.66,72750.88,94.59,(S),(S),0.88,1.03,2.84;
KAIL,15183,1940,0.66,72751.54,88.66,1.7,4.28,0.62,2.01,2.73;
PAEK,15183,1940,0.66,72752.2,16.65,1.6,78.81,(S),2.22,(S);
MILONE,15194,1939,0.66,72752.86,87.98,0.98,(S),(S),0.83,9.64;
OKAFOR,15194,1939,0.66,72753.51,1.24,96.6,(S),(S),1.24,0.77;
JORDEN,15194,1939,0.66,72754.17,59.82,32.8,1.13,0.26,2.63,3.35;
HERZBERG,15194,1939,0.66,72754.83,94.79,(S),0.57,(S),1.55,2.68;
STEINERT,15194,1939,0.66,72755.48,94.95,(S),0.46,(S),1.86,2.58;
WIX,15194,1939,0.66,72756.14,94.33,1.91,0.46,0.72,1.19,1.39;
BORGEN,15194,1939,0.66,72756.8,86.69,0.88,(S),(S),1.6,9.85;
BARSTOW,15201,1938,0.66,72757.46,92.67,0.67,0.93,0.67,2.27,2.79;
AMEN,15201,1938,0.66,72758.11,80.29,6.97,4.39,1.14,1.91,5.31;
YARGER,15201,1938,0.66,72758.77,94.17,1.39,0.26,1.19,1.6,1.39;
SABALA,15201,1938,0.66,72759.43,30.24,1.34,4.9,0.46,0.98,62.07;
HENSLEE,15201,1938,0.66,72760.08,93.03,0.31,0.83,1.29,2.27,2.27;
GIBBENS,15201,1938,0.66,72760.74,91.64,2.27,0.67,0.57,1.29,3.56;
GAUDREAU,15201,1938,0.66,72761.4,96.54,(S),0.52,(S),0.93,1.55;
LEBOWITZ,15201,1938,0.66,72762.06,97.06,(S),0.36,(S),0.98,1.39;
MUNK,15201,1938,0.66,72762.71,93.34,1.75,1.24,0.67,1.6,1.39;
LAUGHTER,15210,1937,0.66,72763.37,83.58,2.32,0.41,10.17,2.22,1.29;
HEIER,15210,1937,0.66,72764.03,95.2,(S),0.67,(S),1.19,2.43;
GRIGORYAN,15210,1937,0.66,72764.68,96.02,(S),(S),0,3.2,0.62;
CHESSON,15210,1937,0.66,72765.34,61.8,32.06,0.36,0.46,2.17,3.15;
BROSIUS,15210,1937,0.66,72766,96.23,0.52,0.36,0.46,1.39,1.03;
EISENMAN,15210,1937,0.66,72766.65,93.03,0.62,1.86,0.26,1.6,2.63;
SCHNUR,15210,1937,0.66,72767.31,95.15,(S),0.62,(S),0.52,2.99;
BELLIVEAU,15217,1936,0.66,72767.97,95.45,(S),0.36,(S),1.29,2.53;
CASIMIR,15217,1936,0.66,72768.62,10.8,81.2,0.77,0.77,2.43,4.03;
MOORING,15217,1936,0.66,72769.28,60.28,34.3,0.46,0.67,2.01,2.27;
NATHANSON,15217,1936,0.66,72769.93,95.92,(S),0.88,(S),1.03,2.07;
GULA,15221,1935,0.66,72770.59,75.92,2.07,4.96,(S),(S),15.5;
BERLANGA,15221,1935,0.66,72771.25,7.49,(S),0.62,0,(S),91.52;
WEIST,15223,1934,0.66,72771.9,96.17,0.41,0.57,0.36,0.72,1.76;
RYBAK,15223,1934,0.66,72772.56,97.67,(S),0.41,(S),0.26,1.34;
ROSENBERRY,15223,1934,0.66,72773.21,95.29,(S),1.14,(S),1.91,1.19;
RETHERFORD,15223,1934,0.66,72773.87,95.04,0.31,0.72,1.03,1.14,1.76;
DIONISIO,15223,1934,0.66,72774.52,33.09,(S),42.61,(S),1.71,22.34;
MAYEN,15223,1934,0.66,72775.18,8.58,6.05,0.36,(S),(S),84.75;
MAZZARELLA,15229,1933,0.66,72775.84,95.96,(S),0.31,(S),0.36,2.9;
SALAMON,15229,1933,0.66,72776.49,92.4,0.88,1.24,(S),(S),5.02;
BATZ,15229,1933,0.66,72777.15,62.13,(S),1.24,(S),1.19,35.23;
ROGALSKI,15232,1932,0.65,72777.8,97.1,(S),0.31,(S),0.78,1.5;
PICENO,15232,1932,0.65,72778.46,3.05,(S),(S),0.52,0.47,95.55;
DY,15232,1932,0.65,72779.11,4.19,(S),88.82,(S),3.16,2.54;
BUSBEE,15232,1932,0.65,72779.77,86.44,8.85,0.31,0.62,2.02,1.76;
SAPIEN,15236,1931,0.65,72780.42,14.03,(S),(S),0.57,0.67,84;
ALLI,15236,1931,0.65,72781.08,23.77,34.59,29.52,1.81,5.54,4.76;
WISHART,15238,1930,0.65,72781.73,90.78,3.58,(S),(S),2.8,1.71;
ROSENSTEIN,15238,1930,0.65,72782.38,95.34,0.26,0.52,0,0.57,3.32;
STRAUSBAUGH,15238,1930,0.65,72783.04,97.46,(S),0.31,(S),0.67,1.3;
SMARTT,15238,1930,0.65,72783.69,67.41,25.85,1.24,1.66,1.66,2.18;
DEERE,15238,1930,0.65,72784.35,68.86,13.21,1.76,10.93,2.8,2.44;
HASBROUCK,15238,1930,0.65,72785,88.39,5.18,(S),(S),2.44,2.95;
PRETTYMAN,15238,1930,0.65,72785.66,89.79,5.34,0.36,0.62,1.5,2.38;
NAYAK,15238,1930,0.65,72786.31,2.9,0.26,93.73,0.31,2.18,0.62;
MEAS,15246,1929,0.65,72786.96,9.69,2.59,82.89,(S),(S),2.44;
BURLISON,15246,1929,0.65,72787.62,91.6,2.64,0.62,1.14,1.81,2.18;
SODEN,15246,1929,0.65,72788.27,90.2,3.84,0.73,0.73,2.02,2.49;
BAMFORD,15246,1929,0.65,72788.93,94.35,(S),1.19,(S),1.76,1.56;
BEEM,15250,1928,0.65,72789.58,92.79,0.57,1.45,0.99,1.82,2.39;
CLOSSON,15250,1928,0.65,72790.23,91.23,4.15,0.36,0.47,1.24,2.54;
INZUNZA,15250,1928,0.65,72790.89,1.97,(S),0.26,(S),(S),97.41;
GREENLAW,15250,1928,0.65,72791.54,85.68,9.91,0.67,0.41,1.24,2.07;
MOOREFIELD,15250,1928,0.65,72792.19,87.97,8.87,(S),(S),1.14,1.19;
OLALDE,15255,1927,0.65,72792.85,4.72,(S),0.42,0,(S),94.45;
CEREZO,15255,1927,0.65,72793.5,7.37,0.78,21.28,0,1.97,68.6;
BOHMAN,15255,1927,0.65,72794.15,95.64,1.09,0.57,0.31,1.14,1.25;
SIGUENZA,15255,1927,0.65,72794.81,4.51,0.42,4.36,0,1.14,89.57;
GEAR,15259,1926,0.65,72795.46,83.8,11.11,0.57,0.83,1.66,2.02;
FRITCH,15259,1926,0.65,72796.11,95.95,0.62,(S),(S),1.71,1.09;
LABADIE,15259,1926,0.65,72796.76,84.58,3.37,0.99,1.09,3.89,6.07;
LAROCCO,15262,1925,0.65,72797.42,94.23,0.52,(S),(S),1.45,3.22;
KUCHTA,15262,1925,0.65,72798.07,96.42,(S),0.47,(S),0.73,2.18;
MCNICHOLAS,15262,1925,0.65,72798.72,94.75,(S),0.62,(S),1.35,2.7;
FOSKEY,15262,1925,0.65,72799.38,76.31,20.62,(S),(S),1.97,0.73;
CURRENCE,15262,1925,0.65,72800.03,73.92,22.86,(S),(S),1.87,0.99;
YOCKEY,15262,1925,0.65,72800.68,96.83,(S),0.52,(S),1.4,0.94;
TASSONE,15268,1924,0.65,72801.33,94.85,(S),0.47,(S),0.94,3.27;
ESCANDON,15268,1924,0.65,72801.98,7.54,(S),(S),(S),0.26,91.74;
FAUSTO,15268,1924,0.65,72802.64,8.52,(S),8.42,0.42,(S),82.22;
LARGO,15268,1924,0.65,72803.29,14.6,0.99,11.12,49.95,2.55,20.79;
GOVER,15272,1923,0.65,72803.94,78.21,9.88,0.62,2.03,1.61,7.64;
HEARNS,15272,1923,0.65,72804.59,25.12,68.8,(S),(S),2.96,2.6;
DIFRANCO,15272,1923,0.65,72805.25,93.81,0.57,0.42,0.36,0.62,4.21;
TARDIF,15272,1923,0.65,72805.9,95.27,0.78,(S),(S),1.77,1.98;
SKOGLUND,15272,1923,0.65,72806.55,95.58,(S),0.68,(S),1.4,1.66;
TROSPER,15272,1923,0.65,72807.2,86.48,4.63,0.47,3.64,1.4,3.38;
STOLTE,15278,1922,0.65,72807.85,91.31,3.02,(S),(S),1.25,3.54;
STELTER,15278,1922,0.65,72808.5,96.46,(S),0.36,(S),1.25,1.56;
DECLUE,15278,1922,0.65,72809.16,90.74,3.43,0.47,0.62,2.81,1.93;
HARN,15278,1922,0.65,72809.81,87.25,1.2,4.73,0.47,2.08,4.27;
LOUD,15278,1922,0.65,72810.46,56.92,31.69,0.57,2.24,1.98,6.61;
NAQVI,15278,1922,0.65,72811.11,4.79,(S),89.23,(S),4.37,0.88;
FALLIS,15284,1921,0.65,72811.76,84.59,1.15,2.34,7.96,1.3,2.65;
DAROSA,15284,1921,0.65,72812.41,69.39,15.62,2.5,0.47,2.19,9.84;
SALADINO,15284,1921,0.65,72813.06,88.08,0.31,5.26,0,0.88,5.47;
WOODIE,15284,1921,0.65,72813.72,79.65,14.32,(S),2.92,1.67,(S);
BLEA,15284,1921,0.65,72814.37,23.48,0.47,0.52,1.25,1.09,73.19;
TALL,15289,1920,0.65,72815.02,46.61,36.77,2.5,7.08,3.91,3.13;
CRUCE,15289,1920,0.65,72815.67,91.3,1.3,1.15,1.46,2.08,2.71;
FERNALD,15289,1920,0.65,72816.32,93.91,0.99,0.63,0.36,1.25,2.86;
JENKINSON,15289,1920,0.65,72816.97,94.01,2.6,(S),(S),0.99,1.77;
MOLDENHAUER,15289,1920,0.65,72817.62,96.51,(S),0.36,(S),1.15,1.51;
PANELLA,15289,1920,0.65,72818.27,89.74,0.42,0.89,0,1.09,7.86;
LUK,15289,1920,0.65,72818.92,3.44,0.63,92.03,0,2.24,1.67;
HEINTZELMAN,15296,1919,0.65,72819.57,97.34,0,0.68,0.31,0.36,1.3;
GOTHARD,15296,1919,0.65,72820.22,89,5.16,0.36,0.36,3.13,1.98;
BRIMHALL,15296,1919,0.65,72820.87,95.36,(S),0.47,(S),1.3,2.55;
TICKLE,15296,1919,0.65,72821.53,96.25,1.2,(S),(S),0.73,1.3;
BOURN,15296,1919,0.65,72822.18,82.96,11.1,2.08,0.42,0.99,2.45;
BRASFIELD,15296,1919,0.65,72822.83,80.98,14.54,0.36,0.83,1.25,2.03;
APEL,15296,1919,0.65,72823.48,94.27,0.31,0.68,0.36,0.83,3.54;
BELLI,15303,1918,0.65,72824.13,87.02,1.2,(S),(S),1.41,9.02;
CANTO,15303,1918,0.65,72824.78,30.71,3.18,7.72,0,1.82,56.57;
DEMASI,15303,1918,0.65,72825.43,95.52,0.31,0.63,0,0.89,2.66;
GAERTNER,15303,1918,0.65,72826.08,95.26,(S),0.68,(S),1.72,1.77;
HOOTS,15303,1918,0.65,72826.73,94.58,1.56,0.52,0.47,0.68,2.19;
NOKES,15303,1918,0.65,72827.38,87.9,5.84,0.68,0.68,2.4,2.5;
PLEASANTS,15309,1917,0.65,72828.03,68.91,26.71,(S),(S),1.72,2.09;
RATHER,15309,1917,0.65,72828.68,72.4,17.53,4.64,0.31,2.24,2.87;
KINNER,15309,1917,0.65,72829.33,89.05,6,(S),(S),2.09,2.09;
FISHBACK,15309,1917,0.65,72829.98,83.41,11.79,0.57,0.31,2.19,1.72;
GE,15309,1917,0.65,72830.63,5.95,1.41,91.44,0,0.42,0.78;
GARDEN,15309,1917,0.65,72831.28,63.38,24.73,0.73,0.37,1.56,9.23;
BLAKNEY,15309,1917,0.65,72831.93,44.97,51.17,(S),(S),1.93,1.36;
ZACHERY,15309,1917,0.65,72832.58,21.23,72.09,(S),(S),4.33,1.98;
SCHUPP,15309,1917,0.65,72833.23,95.36,(S),0.37,(S),0.89,3.03;
RIENDEAU,15318,1916,0.65,72833.88,96.09,0.52,0.37,0.78,1.1,1.15;
BANGURA,15318,1916,0.65,72834.53,1.72,95.35,(S),(S),2.19,0.52;
HANK,15318,1916,0.65,72835.18,85.49,3.29,1.88,3.08,2.87,3.39;
QUISENBERRY,15318,1916,0.65,72835.82,87.32,6.52,0.68,0.78,2.19,2.51;
MITTS,15322,1915,0.65,72836.47,84.6,6.58,0.89,1.57,3.66,2.72;
GARFIAS,15322,1915,0.65,72837.12,2.77,(S),(S),(S),(S),96.76;
CATANO,15322,1915,0.65,72837.77,10.18,(S),(S),0.26,(S),89.19;
IRICK,15325,1914,0.65,72838.42,77.06,18.44,0.63,0.42,1.52,1.93;
PRIESTLEY,15325,1914,0.65,72839.07,77.17,17.4,(S),(S),2.25,1.88;
BORMANN,15325,1914,0.65,72839.72,94.78,(S),1.31,(S),1.2,1.99;
BOSSERT,15328,1913,0.65,72840.37,96.34,0.52,0.63,0.31,0.68,1.52;
BELAND,15328,1913,0.65,72841.02,91.74,0.89,2.61,0.37,1.46,2.93;
WETHERBEE,15328,1913,0.65,72841.66,96.55,0.42,(S),(S),1.1,1.41;
REDDISH,15328,1913,0.65,72842.31,72.19,23.99,0.37,0.37,1.73,1.36;
NIGH,15328,1913,0.65,72842.96,92.58,1.73,0.73,0.89,1.83,2.25;
ONORATO,15328,1913,0.65,72843.61,90.64,(S),0.63,(S),1.1,7.42;
OHMAN,15328,1913,0.65,72844.26,95.35,1.05,0.63,0.68,0.84,1.46;
HIBBLER,15328,1913,0.65,72844.91,23.05,71.56,(S),(S),3.35,1.57;
GERST,15328,1913,0.65,72845.56,92.26,4.5,(S),(S),1.25,1.52;
GILDER,15328,1913,0.65,72846.2,59.54,34.55,0.42,0.37,2.09,3.03;
GOUDEAU,15328,1913,0.65,72846.85,44.28,46.84,0.26,0.63,4.65,3.35;
CASNER,15328,1913,0.65,72847.5,93.36,0.89,1.1,0.63,1.83,2.2;
BROADY,15340,1912,0.65,72848.15,41.47,52.2,0.47,0.47,2.98,2.41;
OBANION,15340,1912,0.65,72848.8,87.45,5.81,0.68,1.94,2.56,1.57;
NALE,15340,1912,0.65,72849.45,89.17,4.39,2.46,0.68,1.62,1.67;
MUNGIA,15340,1912,0.65,72850.09,7.43,9.41,0.99,0.89,0.47,80.81;
REMER,15340,1912,0.65,72850.74,94.09,1.73,0.78,0.63,1.15,1.62;
BELLES,15340,1912,0.65,72851.39,92.68,0.63,0.52,0.58,1.2,4.39;
SPIESS,15340,1912,0.65,72852.04,94.98,(S),0.52,(S),0.89,3.24;
SWAYZE,15347,1911,0.65,72852.69,90.79,4.5,0.84,0.99,1.88,0.99;
BARDIN,15347,1911,0.65,72853.33,92.05,1.67,0.58,0.63,2.15,2.93;
ATTERBERRY,15347,1911,0.65,72853.98,52.54,39.51,0.42,0.94,3.98,2.62;
WOLFRAM,15347,1911,0.65,72854.63,96.86,(S),0.26,(S),0.94,1.52;
MCHONE,15347,1911,0.65,72855.28,94.56,1.31,0.58,0.52,1.31,1.73;
MCMILLER,15347,1911,0.65,72855.93,10.26,84.14,0.31,0.37,3.19,1.73;
CEASER,15347,1911,0.65,72856.57,16.69,72.68,1.15,0.68,4.66,4.13;
HOFMAN,15347,1911,0.65,72857.22,93.93,(S),1.67,(S),1.31,2.35;
GLASPIE,15355,1910,0.65,72857.87,35.24,59.79,(S),(S),2.93,1.78;
CANSLER,15355,1910,0.65,72858.52,78.53,16.86,(S),(S),1.62,2.15;
MELI,15355,1910,0.65,72859.16,89.63,2.36,2.2,(S),(S),3.77;
MARTINSEN,15355,1910,0.65,72859.81,94.97,0.52,0.52,0.47,1.78,1.73;
LISI,15355,1910,0.65,72860.46,96.49,0.26,0.52,0,1.05,1.68;
TOW,15355,1910,0.65,72861.11,78.69,0.73,13.72,1.05,2.15,3.66;
SOM,15355,1910,0.65,72861.75,5.39,(S),88.12,(S),2.46,2.46;
ROWEN,15355,1910,0.65,72862.4,89.58,4.55,1.05,0.26,1.41,3.14;
SCHWEIGERT,15363,1909,0.65,72863.05,95.6,0.31,0.58,0.47,0.84,2.2;
WESTGATE,15363,1909,0.65,72863.7,96.28,(S),0.63,(S),1.36,1.15;
ZAWACKI,15363,1909,0.65,72864.34,96.86,(S),(S),0.37,1.1,1.26;
ORRIS,15363,1909,0.65,72864.99,95.08,(S),0.84,(S),1.1,2.04;
DELANY,15363,1909,0.65,72865.64,85.59,5.4,0.84,0.37,3.14,4.66;
HOLSEY,15363,1909,0.65,72866.28,28.86,65.74,0.31,0.58,2.04,2.46;
GUILLIAMS,15363,1909,0.65,72866.93,90.15,5.71,0.31,0.58,1.05,2.2;
GUERRERA,15370,1908,0.65,72867.58,75.26,(S),0.58,(S),0.89,22.96;
GRANDSTAFF,15370,1908,0.65,72868.23,93.34,1.62,0.73,0.73,1.42,2.15;
CALO,15370,1908,0.65,72868.87,54.14,(S),10.06,(S),1.31,33.86;
MERKLEY,15370,1908,0.65,72869.52,94.81,(S),0.89,(S),1.1,2.73;
PAPPALARDO,15370,1908,0.65,72870.17,93.71,(S),1.36,(S),0.58,4.3;
MCKITTRICK,15370,1908,0.65,72870.81,93.66,1.31,0.58,0.31,1.36,2.78;
ALEJOS,15370,1908,0.65,72871.46,6.08,0.42,1.21,(S),(S),91.72;
TUN,15370,1908,0.65,72872.11,5.03,0.84,74.69,0,2.15,17.3;
RIESS,15370,1908,0.65,72872.75,94.6,(S),0.89,(S),0.68,3.14;
TENEYCK,15370,1908,0.65,72873.4,90.99,3.04,0.52,0.94,1.31,3.2;
TOLLESON,15380,1907,0.65,72874.05,95.02,0.47,0.42,0.79,1.26,2.05;
SIMMERMAN,15380,1907,0.65,72874.69,96.38,0.52,0.37,0.42,1.36,0.94;
PINTOR,15380,1907,0.65,72875.34,7.6,(S),6.87,(S),0.89,84.22;
BUSCEMI,15380,1907,0.65,72875.99,94.13,(S),0.52,(S),1.52,3.25;
GROEN,15380,1907,0.65,72876.63,94.86,1.15,(S),(S),1.31,1.73;
HAMMILL,15380,1907,0.65,72877.28,94.02,1.42,(S),(S),1.47,2.2;
CLEAVES,15386,1906,0.65,72877.92,52.36,42.24,0.31,0.84,2.31,1.94;
RAPOZA,15386,1906,0.65,72878.57,75.03,(S),6.14,(S),12.96,4.88;
KATZMAN,15386,1906,0.65,72879.22,95.91,(S),0.47,(S),1.47,1.68;
LEET,15386,1906,0.65,72879.86,93.55,0.79,0.94,0.37,1.63,2.73;
KOLBE,15386,1906,0.65,72880.51,96.07,0.37,0.47,0.47,1.42,1.21;
MCMENAMIN,15391,1905,0.65,72881.16,95.7,(S),0.89,(S),1.47,1.68;
MILLIMAN,15391,1905,0.65,72881.8,91.92,1.89,0.58,0.94,1.57,3.1;
CLAYBORNE,15391,1905,0.65,72882.45,23.52,68.66,0.31,0.37,5.25,1.89;
CRIGGER,15391,1905,0.65,72883.09,97.11,0.42,(S),(S),1.15,0.84;
FRESHOUR,15391,1905,0.65,72883.74,95.8,(S),0.63,(S),0.89,2.05;
TOUCHSTONE,15391,1905,0.65,72884.38,86.51,7.82,0.37,0.63,1.78,2.89;
ROCHELEAU,15397,1904,0.65,72885.03,95.43,0.32,0.89,0.47,1.26,1.63;
ROUTT,15397,1904,0.65,72885.68,79.67,13.08,0.68,1.1,2.31,3.15;
SHOFNER,15397,1904,0.65,72886.32,87.5,7.62,0.53,0.89,1.79,1.68;
AKE,15397,1904,0.65,72886.97,71.06,4.1,1.58,0.74,2.52,20.01;
GARGIULO,15397,1904,0.65,72887.61,93.7,(S),0.42,(S),0.53,5.25;
FREW,15402,1903,0.65,72888.26,94.01,1.68,0.42,0.68,1.31,1.89;
HIGGINSON,15402,1903,0.65,72888.9,88.91,4.62,0.74,0.42,1.37,3.94;
HEAP,15402,1903,0.65,72889.55,90.91,1.89,2.68,(S),(S),2.52;
SEAGLE,15402,1903,0.65,72890.19,94.53,2.36,0.32,0.37,1.37,1.05;
BISWAS,15406,1902,0.64,72890.84,3.84,0.32,90.69,0.74,3.63,0.79;
DELFIN,15406,1902,0.64,72891.48,7.52,(S),27.34,(S),2.52,61.99;
KIEHL,15406,1902,0.64,72892.13,96.48,(S),(S),0.68,1.47,0.95;
KREPS,15409,1901,0.64,72892.77,94.9,1.42,(S),(S),1.37,1.63;
MCQUEARY,15409,1901,0.64,72893.42,90.22,5.26,0.37,0.89,1.16,2.1;
MEESE,15409,1901,0.64,72894.06,90.16,1.21,0.53,0.84,1.68,5.58;
MANDERS,15409,1901,0.64,72894.7,95.79,1.37,0.79,0.26,0.47,1.32;
POPOCA,15409,1901,0.64,72895.35,2.37,(S),(S),(S),(S),97.16;
HULS,15409,1901,0.64,72895.99,93.06,0.53,0.42,0.89,0.84,4.26;
BENAVENTE,15409,1901,0.64,72896.64,8.26,(S),19.52,(S),5.94,65.75;
VARNUM,15409,1901,0.64,72897.28,91.11,4.52,0.47,0.42,1.32,2.16;
SEVERE,15409,1901,0.64,72897.93,47.61,46.71,0.32,0.32,2.79,2.26;
SCAIFE,15418,1900,0.64,72898.57,45.47,46.32,0.37,0.53,4.32,3;
TONKIN,15418,1900,0.64,72899.21,94.68,(S),0.89,(S),1.84,2.21;
SWIGART,15418,1900,0.64,72899.86,95.11,0.37,0.63,0.74,1.63,1.53;
GRAN,15418,1900,0.64,72900.5,79.74,3.84,8.53,(S),(S),6;
CLASSEN,15418,1900,0.64,72901.15,86.47,0.74,0.79,0.42,1.63,9.95;
PULASKI,15418,1900,0.64,72901.79,93.42,(S),0.84,(S),1.11,4.11;
REETZ,15418,1900,0.64,72902.44,95.21,0.37,0.63,0.47,1.32,2;
MOLLICA,15418,1900,0.64,72903.08,93.37,(S),0.74,(S),0.74,4.74;
OCEGUEDA,15418,1900,0.64,72903.72,2,(S),(S),(S),0,97.63;
MATHIESON,15418,1900,0.64,72904.37,91.05,4.05,(S),(S),1.32,2.63;
MCSHERRY,15418,1900,0.64,72905.01,94.47,(S),0.74,(S),1.47,3.16;
KROUT,15429,1899,0.64,72905.66,94.42,1.84,(S),(S),1.05,1.84;
BUSER,15429,1899,0.64,72906.3,95.05,0.68,(S),(S),1.32,2.11;
CARWILE,15429,1899,0.64,72906.94,92.58,4.16,(S),(S),1.32,1.47;
HOLTE,15429,1899,0.64,72907.59,90.05,4.53,(S),(S),1.16,3.42;
BRAWN,15429,1899,0.64,72908.23,70.93,22.49,0.47,1.32,0.9,3.9;
ROSINSKI,15434,1898,0.64,72908.87,96.36,(S),0.74,(S),0.63,1.9;
